IYEAR,IMONTH,IDAY,AVG_DAILY_TEMP_F
2010,5,24,70.11304347826088
2010,5,25,77.72500000000001
2010,5,26,66.17500000000001
2010,5,27,60.025000000000006
2010,5,28,61.375
2010,5,29,67.225
2010,5,30,65.3887323943662
2010,5,31,57.605633802816904
2010,6,1,56.190909090909095
2010,6,2,52.50985915492958
2010,6,3,57.0
2010,6,4,58.07500000000001
2010,6,5,56.775000000000006
2010,6,6,54.375
2010,6,7,79.81154929577464
2010,6,8,53.7
2010,6,9,53.2
2010,6,10,55.375
2010,6,11,54.66478873239437
2010,6,12,56.36338028169014
2010,6,13,58.974999999999994
2010,6,14,57.775000000000006
2010,6,15,59.375
2010,6,16,60.400000000000006
2010,6,17,66.375
2010,6,18,93.1475
2010,6,19,62.349999999999994
2010,6,20,61.349999999999994
2010,6,21,62.9375
2010,6,22,65.40285714285714
2010,6,23,65.4
2010,6,24,62.550000000000004
2010,6,25,60.099999999999994
2010,6,26,62.525000000000006
2010,6,27,65.25
2010,6,28,60.41971830985916
2010,6,29,52.35588235294118
2010,6,30,68.19285714285715
2010,7,1,63.86000000000001
2010,7,2,74.525
2010,7,3,77.6
2010,7,4,71.65070422535211
2010,7,5,70.525
2010,7,6,71.60000000000001
2010,7,7,65.25
2010,7,8,66.9
2010,7,9,65.05000000000001
2010,7,10,69.42500000000001
2010,7,11,69.075
2010,7,12,60.275000000000006
2010,7,13,63.25
2010,7,14,384.91749999999996
2010,7,15,65.67500000000001
2010,7,16,67.25
2010,7,17,65.625
2010,7,18,68.7
2010,7,19,64.35
2010,7,20,63.32000000000001
2010,7,21,66.12394366197184
2010,7,22,65.25
2010,7,23,66.92500000000001
2010,7,24,65.825
2010,7,25,66.60000000000001
2010,7,26,68.375
2010,7,27,71.67826086956522
2010,7,28,66.825
2010,7,29,64.85
2010,7,30,64.42535211267605
2010,7,31,64.01971830985916
2010,8,1,69.71000000000001
2010,8,2,67.35
2010,8,3,68.97500000000001
2010,8,4,68.0
2010,8,5,62.800000000000004
2010,8,6,58.724999999999994
2010,8,7,58.875
2010,8,8,69.275
2010,8,9,72.5
2010,8,10,73.05000000000001
2010,8,11,74.30000000000001
2010,8,12,71.65
2010,8,13,72.15
2010,8,14,70.1
2010,8,15,60.150000000000006
2010,8,16,56.175
2010,8,17,57.349999999999994
2010,8,18,61.300000000000004
2010,8,19,57.550000000000004
2010,8,20,60.20000000000001
2010,8,21,67.2
2010,8,22,67.30000000000001
2010,8,23,73.275
2010,8,24,65.18591549295775
2010,8,25,57.62985074626866
2010,8,26,56.61846153846154
2010,8,27,65.2
2010,8,28,97.84750000000001
2010,8,29,74.47462686567164
2010,8,30,127.6230985915493
2010,8,31,73.67272727272729
2010,9,1,61.9593220338983
2010,9,2,58.26478873239437
2010,9,3,52.650000000000006
2010,9,4,49.125
2010,9,5,47.724999999999994
2010,9,6,50.875
2010,9,7,48.974999999999994
2010,9,8,48.275000000000006
2010,9,9,46.50285714285714
2010,9,10,51.875
2010,9,11,55.725
2010,9,12,53.126315789473686
2010,9,13,51.43478260869565
2010,9,14,46.75
2010,9,15,39.8
2010,9,16,46.0
2010,9,17,51.075
2010,9,18,44.775000000000006
2010,9,19,44.099999999999994
2010,9,20,43.400000000000006
2010,9,21,54.525000000000006
2010,9,22,49.225
2010,9,23,444.01
2010,9,24,1286.0
2010,9,25,44.900000000000006
2010,9,26,41.875
2010,9,27,51.901408450704224
2010,9,28,51.325
2010,9,29,52.81408450704225
2010,9,30,52.99154929577465
2010,10,1,45.48571428571429
2010,10,2,39.900000000000006
2010,10,3,39.650000000000006
2010,10,4,49.543661971830986
2010,10,5,50.125
2010,10,6,58.75
2010,10,7,54.45
2010,10,8,58.349999999999994
2010,10,9,181.5125
2010,10,10,53.6
2010,10,11,51.59718309859155
2010,10,12,48.925
2010,10,13,46.575
2010,10,14,45.475
2010,10,15,46.175
2010,10,16,48.6
2010,10,17,39.75
2010,10,18,36.275000000000006
2010,10,19,42.8
2010,10,20,46.8
2010,10,21,38.8
2010,10,22,42.2
2010,10,23,41.75
2010,10,24,43.224999999999994
2010,10,25,47.48
2010,10,26,1262.4775
2010,10,27,35.599999999999994
2010,10,28,33.224999999999994
2010,10,29,30.700000000000003
2010,10,30,34.91549295774648
2010,10,31,30.174647887323946
2010,11,1,31.24516129032258
2010,11,2,41.175
2010,11,3,43.053521126760565
2010,11,4,36.5887323943662
2010,11,5,27.475
2010,11,6,37.599999999999994
2010,11,7,39.724999999999994
2010,11,8,41.55
2010,11,9,46.224999999999994
2010,11,10,50.075
2010,11,11,45.142857142857146
2010,11,12,34.94084507042254
2010,11,13,28.780281690140843
2010,11,14,29.200000000000003
2010,11,15,29.099999999999998
2010,11,16,29.549999999999997
2010,11,17,28.4
2010,11,18,20.775
2010,11,19,25.549999999999997
2010,11,20,14.149999999999999
2010,11,21,24.025
2010,11,22,21.630985915492957
2010,11,23,14.2
2010,11,24,425.12
2010,11,25,19.474999999999998
2010,11,26,11.475000000000001
2010,11,27,16.763380281690143
2010,11,28,20.225
2010,11,29,32.63380281690141
2010,11,30,28.146478873239438
2010,12,1,17.900000000000002
2010,12,2,13.325
2010,12,3,10.725
2010,12,4,15.675000000000002
2010,12,5,11.475
2010,12,6,9.999999999999998
2010,12,7,4.925
2010,12,8,7.624999999999998
2010,12,9,10.6
2010,12,10,12.774999999999999
2010,12,11,1.3239436619718299
2010,12,12,-7.725000000000002
2010,12,13,-9.908695652173915
2010,12,14,-14.350000000000001
2010,12,15,-9.225000000000001
2010,12,16,-5.521126760563381
2010,12,17,10.299999999999999
2010,12,18,12.61142857142857
2010,12,19,12.375
2010,12,20,6.8
2010,12,21,25.408450704225352
2010,12,22,24.429411764705883
2010,12,23,46.42612903225807
2010,12,24,1595.0521739130434
2010,12,25,1730.73
2010,12,26,820.645
2010,12,27,16.125
2010,12,28,19.225
2010,12,29,27.674999999999997
2010,12,30,30.6056338028169
2010,12,31,13.011267605633803
2011,1,1,3.9999999999999996
2011,1,2,1.7999999999999996
2011,1,3,-10.775
2011,1,4,-7.754285714285715
2011,1,5,3.199999999999999
2011,1,6,-0.7818181818181831
2011,1,7,2.0000000000000004
2011,1,8,-2.775000000000001
2011,1,9,-8.375000000000002
2011,1,10,769.275
2011,1,11,15.350000000000001
2011,1,12,16.05
2011,1,13,14.424999999999999
2011,1,14,55.556
2011,1,15,5.7941176470588225
2011,1,16,-12.751724137931037
2011,1,17,13.733333333333334
2011,1,18,26.647499999999997
2011,1,19,-4.675000000000001
2011,1,20,-1.3250000000000008
2011,1,21,12.551147540983603
2011,1,22,-4.900000000000001
2011,1,23,-14.800000000000002
2011,1,24,11.788571428571428
2011,1,25,13.325
2011,1,26,17.200000000000003
2011,1,27,20.375
2011,1,28,16.17241379310345
2011,1,29,12.2
2011,1,30,5.253521126760562
2011,1,31,-3.2901408450704244
2011,2,1,-4.925000000000001
2011,2,2,-7.525000000000002
2011,2,3,11.45
2011,2,4,23.32957746478873
2011,2,5,28.700000000000003
2011,2,6,19.6
2011,2,7,2.5249999999999995
2011,2,8,-4.350000000000001
2011,2,9,-2.075000000000001
2011,2,10,-7.325000000000001
2011,2,11,-5.000000000000002
2011,2,12,13.2
2011,2,13,29.5
2011,2,14,27.45
2011,2,15,31.174999999999997
2011,2,16,38.135211267605634
2011,2,17,40.099999999999994
2011,2,18,15.274999999999999
2011,2,19,4.374999999999999
2011,2,20,12.0
2011,2,21,9.325
2011,2,22,13.033333333333333
2011,2,23,25.099999999999998
2011,2,24,16.75
2011,2,25,-4.000000000000001
2011,2,26,-11.550000000000002
2011,2,27,3.6056338028169006
2011,2,28,9.975
2011,3,1,18.705263157894738
2011,3,2,-3.150000000000001
2011,3,3,11.414084507042253
2011,3,4,19.299999999999997
2011,3,5,15.375
2011,3,6,11.05
2011,3,7,14.75
2011,3,8,16.325
2011,3,9,23.725
2011,3,10,22.9
2011,3,11,23.325000000000003
2011,3,12,28.799999999999997
2011,3,13,21.65
2011,3,14,29.5
2011,3,15,35.375
2011,3,16,36.75
2011,3,17,40.73134328358209
2011,3,18,29.299999999999997
2011,3,19,25.25
2011,3,20,34.575
2011,3,21,35.5
2011,3,22,29.549999999999997
2011,3,23,18.475
2011,3,24,14.649999999999999
2011,3,25,13.3
2011,3,26,13.475000000000001
2011,3,27,14.625
2011,3,28,17.5
2011,3,29,23.1
2011,3,30,27.0056338028169
2011,3,31,31.011267605633805
2011,4,1,32.43333333333334
2011,4,2,36.5
2011,4,3,33.125
2011,4,4,32.849999999999994
2011,4,5,30.974999999999998
2011,4,6,133.565
2011,4,7,39.0
2011,4,8,45.650000000000006
2011,4,9,48.849999999999994
2011,4,10,43.55
2011,4,11,45.1
2011,4,12,44.8
2011,4,13,44.16901408450704
2011,4,14,29.375
2011,4,15,31.25
2011,4,16,30.299999999999997
2011,4,17,25.375
2011,4,18,26.875
2011,4,19,28.625
2011,4,20,33.55
2011,4,21,36.75
2011,4,22,40.425
2011,4,23,36.76619718309859
2011,4,24,43.349999999999994
2011,4,25,51.975
2011,4,26,45.900000000000006
2011,4,27,33.69714285714286
2011,4,28,39.825
2011,4,29,44.26571428571428
2011,4,30,46.57746478873239
2011,5,1,33.53333333333333
2011,5,2,31.200000000000003
2011,5,3,39.75
2011,5,4,46.95
2011,5,5,46.575
2011,5,6,45.5
2011,5,7,47.325
2011,5,8,51.825
2011,5,9,53.5
2011,5,10,53.3
2011,5,11,62.95000000000001
2011,5,12,52.76338028169015
2011,5,13,45.325
2011,5,14,47.425
2011,5,15,51.25
2011,5,16,74.7475
2011,5,17,53.725
2011,5,18,52.8
2011,5,19,59.650000000000006
2011,5,20,64.8271186440678
2011,5,21,61.625
2011,5,22,59.20000000000001
2011,5,23,58.224999999999994
2011,5,24,49.85
2011,5,25,47.275000000000006
2011,5,26,46.45
2011,5,27,45.349999999999994
2011,5,28,50.28421052631579
2011,5,29,54.575
2011,5,30,55.35
2011,5,31,61.7
2011,6,1,50.3
2011,6,2,48.3304347826087
2011,6,3,63.425000000000004
2011,6,4,66.0
2011,6,5,57.775000000000006
2011,6,6,68.36986301369863
2011,6,7,66.475
2011,6,8,57.650000000000006
2011,6,9,51.375
2011,6,10,51.3
2011,6,11,52.75
2011,6,12,57.025000000000006
2011,6,13,59.41142857142857
2011,6,14,65.875
2011,6,15,86.8725
2011,6,16,58.625
2011,6,17,60.949999999999996
2011,6,18,61.675000000000004
2011,6,19,54.825
2011,6,20,56.325
2011,6,21,59.300000000000004
2011,6,22,55.95
2011,6,23,52.791304347826085
2011,6,24,60.70000000000001
2011,6,25,63.224999999999994
2011,6,26,64.875
2011,6,27,62.25
2011,6,28,59.800000000000004
2011,6,29,62.279452054794525
2011,6,30,68.05070422535212
2011,7,1,77.4
2011,7,2,69.35000000000001
2011,7,3,64.75
2011,7,4,71.42500000000001
2011,7,5,70.325
2011,7,6,66.875
2011,7,7,68.35492957746479
2011,7,8,65.95
2011,7,9,65.825
2011,7,10,73.575
2011,7,11,72.15
2011,7,12,60.82500000000001
2011,7,13,58.775000000000006
2011,7,14,57.974999999999994
2011,7,15,65.0
2011,7,16,74.375
2011,7,17,77.0
2011,7,18,78.85
2011,7,19,71.825
2011,7,20,77.86197183098591
2011,7,21,74.91304347826087
2011,7,22,72.75
2011,7,23,60.03561643835617
2011,7,24,60.625
2011,7,25,67.275
2011,7,26,63.099999999999994
2011,7,27,64.55000000000001
2011,7,28,71.45
2011,7,29,70.075
2011,7,30,91.82845070422536
2011,7,31,70.5304347826087
2011,8,1,67.89999999999999
2011,8,2,74.0
2011,8,3,68.30000000000001
2011,8,4,72.775
2011,8,5,73.80000000000001
2011,8,6,66.80000000000001
2011,8,7,65.725
2011,8,8,64.025
2011,8,9,59.813698630137
2011,8,10,58.525000000000006
2011,8,11,64.92500000000001
2011,8,12,65.6358208955224
2011,8,13,64.875
2011,8,14,64.67500000000001
2011,8,15,67.95
2011,8,16,70.45
2011,8,17,65.97500000000001
2011,8,18,66.25
2011,8,19,67.80000000000001
2011,8,20,57.599999999999994
2011,8,21,56.150000000000006
2011,8,22,61.0
2011,8,23,70.025
2011,8,24,68.45
2011,8,25,63.599999999999994
2011,8,26,69.7
2011,8,27,61.0
2011,8,28,58.45000000000001
2011,8,29,63.969014084507045
2011,8,30,63.284507042253516
2011,8,31,62.44788732394367
2011,9,1,68.18947368421053
2011,9,2,68.025
2011,9,3,57.974999999999994
2011,9,4,54.900000000000006
2011,9,5,47.224999999999994
2011,9,6,54.425
2011,9,7,60.349999999999994
2011,9,8,64.6
2011,9,9,66.275
2011,9,10,66.65
2011,9,11,69.975
2011,9,12,66.07499999999999
2011,9,13,51.902857142857144
2011,9,14,39.55
2011,9,15,37.825
2011,9,16,40.797183098591546
2011,9,17,47.325
2011,9,18,52.98356164383562
2011,9,19,55.150000000000006
2011,9,20,53.33134328358209
2011,9,21,49.605479452054794
2011,9,22,41.075
2011,9,23,46.825
2011,9,24,42.575
2011,9,25,45.625
2011,9,26,49.425
2011,9,27,54.5
2011,9,28,55.925
2011,9,29,55.653521126760566
2011,9,30,47.09428571428571
2011,10,1,41.56666666666666
2011,10,2,55.775000000000006
2011,10,3,57.300000000000004
2011,10,4,57.724999999999994
2011,10,5,57.025000000000006
2011,10,6,61.175000000000004
2011,10,7,66.96056338028168
2011,10,8,66.9
2011,10,9,56.7
2011,10,10,58.074999999999996
2011,10,11,61.025000000000006
2011,10,12,56.050000000000004
2011,10,13,51.775
2011,10,14,43.8
2011,10,15,40.75
2011,10,16,40.95
2011,10,17,41.95
2011,10,18,35.95
2011,10,19,35.525
2011,10,20,38.724999999999994
2011,10,21,34.053521126760565
2011,10,22,38.56619718309859
2011,10,23,42.625
2011,10,24,37.501408450704226
2011,10,25,34.13913043478261
2011,10,26,35.04225352112676
2011,10,27,32.099999999999994
2011,10,28,30.125
2011,10,29,34.75
2011,10,30,36.9943661971831
2011,10,31,40.25
2011,11,1,43.5
2011,11,2,33.45
2011,11,3,31.849999999999998
2011,11,4,32.05
2011,11,5,42.45
2011,11,6,46.900000000000006
2011,11,7,37.125
2011,11,8,31.0
2011,11,9,27.4
2011,11,10,30.775000000000002
2011,11,11,29.174999999999997
2011,11,12,35.25
2011,11,13,38.425
2011,11,14,35.3
2011,11,15,32.275
2011,11,16,25.275
2011,11,17,19.575
2011,11,18,18.791549295774647
2011,11,19,23.75
2011,11,20,12.075
2011,11,21,214.78
2011,11,22,401.7625
2011,11,23,35.375
2011,11,24,39.375
2011,11,25,33.599999999999994
2011,11,26,31.825000000000003
2011,11,27,24.734545454545458
2011,11,28,24.799999999999997
2011,11,29,23.144000000000002
2011,11,30,16.448
2011,12,1,17.720000000000002
2011,12,2,11.5
2011,12,3,27.6
2011,12,4,20.0
2011,12,5,8.149999999999999
2011,12,6,2.924999999999999
2011,12,7,20.8
2011,12,8,12.774999999999999
2011,12,9,2.1199999999999997
2011,12,10,8.575
2011,12,11,24.92676056338028
2011,12,12,28.774999999999995
2011,12,13,24.5
2011,12,14,32.425
2011,12,15,26.35
2011,12,16,10.425352112676055
2011,12,17,8.325
2011,12,18,26.275
2011,12,19,25.775
2011,12,20,21.275
2011,12,21,26.200000000000003
2011,12,22,18.6
2011,12,23,19.577464788732396
2011,12,24,23.1
2011,12,25,28.575000000000003
2011,12,26,33.675
2011,12,27,20.4
2011,12,28,5.7749999999999995
2011,12,29,19.95
2011,12,30,17.04225352112676
2011,12,31,19.628169014084506
2012,1,1,22.96666666666667
2012,1,2,8.674999999999999
2012,1,3,0.6647887323943649
2012,1,4,18.32
2012,1,5,27.675
2012,1,6,35.00857142857143
2012,1,7,22.325000000000003
2012,1,8,25.625
2012,1,9,33.325
2012,1,10,31.549999999999997
2012,1,11,26.057534246575344
2012,1,12,5.499999999999999
2012,1,13,2.3249999999999993
2012,1,14,4.6499999999999995
2012,1,15,17.169014084507044
2012,1,16,21.25
2012,1,17,4.925
2012,1,18,-4.4750000000000005
2012,1,19,-12.350000000000001
2012,1,20,-9.250000000000002
2012,1,21,-10.425000000000002
2012,1,22,18.375
2012,1,23,18.25
2012,1,24,15.649999999999999
2012,1,25,273.025
2012,1,26,28.724999999999998
2012,1,27,19.85
2012,1,28,15.625
2012,1,29,5.3999999999999995
2012,1,30,7.9915492957746475
2012,1,31,25.281690140845072
2012,2,1,27.333333333333332
2012,2,2,29.524999999999995
2012,2,3,30.375
2012,2,4,325.32
2012,2,5,99.0925
2012,2,6,25.075000000000003
2012,2,7,9.325
2012,2,8,35.3975
2012,2,9,20.540845070422538
2012,2,10,2.124999999999999
2012,2,11,-1.7000000000000013
2012,2,12,9.088571428571427
2012,2,13,9.425
2012,2,14,24.700000000000003
2012,2,15,17.325000000000003
2012,2,16,28.825000000000003
2012,2,17,23.549999999999997
2012,2,18,15.399999999999999
2012,2,19,14.125
2012,2,20,30.849999999999998
2012,2,21,30.274999999999995
2012,2,22,22.275
2012,2,23,20.65
2012,2,24,19.65
2012,2,25,14.600000000000001
2012,2,26,17.424999999999997
2012,2,27,16.35
2012,2,28,20.971830985915492
2012,2,29,28.095774647887325
2012,3,1,26.829090909090908
2012,3,2,30.149999999999995
2012,3,3,22.625
2012,3,4,10.375
2012,3,5,6.7749999999999995
2012,3,6,30.575000000000003
2012,3,7,31.150000000000002
2012,3,8,22.325000000000003
2012,3,9,13.925
2012,3,10,34.175
2012,3,11,41.75
2012,3,12,41.224999999999994
2012,3,13,41.325
2012,3,14,49.575
2012,3,15,40.29014084507042
2012,3,16,42.75
2012,3,17,59.525000000000006
2012,3,18,62.550000000000004
2012,3,19,65.45
2012,3,20,60.440000000000005
2012,3,21,51.27058823529412
2012,3,22,44.7
2012,3,23,50.55
2012,3,24,50.1
2012,3,25,33.55
2012,3,26,28.599999999999998
2012,3,27,41.75
2012,3,28,37.0
2012,3,29,33.275000000000006
2012,3,30,31.670422535211266
2012,3,31,35.57464788732395
2012,4,1,46.715789473684204
2012,4,2,41.325
2012,4,3,45.25
2012,4,4,40.675
2012,4,5,38.099999999999994
2012,4,6,38.175
2012,4,7,43.0
2012,4,8,39.675
2012,4,9,32.275
2012,4,10,26.75
2012,4,11,33.650000000000006
2012,4,12,39.6
2012,4,13,42.774647887323944
2012,4,14,48.375
2012,4,15,41.400000000000006
2012,4,16,26.75
2012,4,17,26.475
2012,4,18,36.849999999999994
2012,4,19,37.474999999999994
2012,4,20,35.375
2012,4,21,33.875
2012,4,22,34.7
2012,4,23,38.1
2012,4,24,43.95
2012,4,25,44.625
2012,4,26,37.224999999999994
2012,4,27,35.724999999999994
2012,4,28,40.349999999999994
2012,4,29,43.40845070422535
2012,4,30,48.884507042253524
2012,5,1,50.93333333333334
2012,5,2,59.75
2012,5,3,56.78857142857143
2012,5,4,48.325
2012,5,5,47.25
2012,5,6,48.900000000000006
2012,5,7,50.45
2012,5,8,47.160563380281694
2012,5,9,47.349999999999994
2012,5,10,52.25
2012,5,11,55.95774647887324
2012,5,12,49.875
2012,5,13,59.349999999999994
2012,5,14,64.125
2012,5,15,56.150000000000006
2012,5,16,47.875
2012,5,17,53.996610169491525
2012,5,18,85.55
2012,5,19,73.85
2012,5,20,51.95
2012,5,21,50.45
2012,5,22,53.6
2012,5,23,58.099999999999994
2012,5,24,56.12500000000001
2012,5,25,53.724999999999994
2012,5,26,49.38285714285715
2012,5,27,52.525000000000006
2012,5,28,57.125
2012,5,29,49.175
2012,5,30,42.901408450704224
2012,5,31,47.388732394366194
2012,6,1,54.36666666666667
2012,6,2,57.724999999999994
2012,6,3,61.400000000000006
2012,6,4,63.35652173913044
2012,6,5,61.375
2012,6,6,61.425000000000004
2012,6,7,64.85
2012,6,8,68.525
2012,6,9,71.4695652173913
2012,6,10,75.65
2012,6,11,64.95
2012,6,12,50.150000000000006
2012,6,13,57.599999999999994
2012,6,14,58.79428571428572
2012,6,15,65.775
2012,6,16,64.4
2012,6,17,61.150000000000006
2012,6,18,67.30000000000001
2012,6,19,60.77428571428571
2012,6,20,87.5475
2012,6,21,61.07500000000001
2012,6,22,61.43380281690141
2012,6,23,60.875
2012,6,24,63.550000000000004
2012,6,25,59.95000000000001
2012,6,26,64.75
2012,6,27,72.1311475409836
2012,6,28,72.725
2012,6,29,70.9661971830986
2012,6,30,68.55774647887324
2012,7,1,71.80000000000001
2012,7,2,634.5175
2012,7,3,148.30788732394367
2012,7,4,70.525
2012,7,5,74.03529411764707
2012,7,6,62.449999999999996
2012,7,7,396.9371428571429
2012,7,8,1831.8200000000002
2012,7,9,261.83
2012,7,10,66.375
2012,7,11,72.575
2012,7,12,74.075
2012,7,13,74.775
2012,7,14,72.85
2012,7,15,71.7
2012,7,16,73.525
2012,7,17,73.78823529411765
2012,7,18,67.25
2012,7,19,65.10985915492958
2012,7,20,69.65
2012,7,21,71.725
2012,7,22,69.7
2012,7,23,71.21971830985916
2012,7,24,66.92500000000001
2012,7,25,64.625
2012,7,26,368.44057142857145
2012,7,27,1831.8200000000002
2012,7,28,1758.7775
2012,7,29,1313.4732394366197
2012,7,30,68.91764705882353
2012,7,31,67.26071428571429
2012,8,1,74.28085106382979
2012,8,2,69.95
2012,8,3,67.6
2012,8,4,66.17500000000001
2012,8,5,59.800000000000004
2012,8,6,67.30000000000001
2012,8,7,65.275
2012,8,8,62.75
2012,8,9,61.57500000000001
2012,8,10,58.400000000000006
2012,8,11,60.45000000000001
2012,8,12,61.974999999999994
2012,8,13,63.925000000000004
2012,8,14,60.0
2012,8,15,61.45915492957747
2012,8,16,59.650000000000006
2012,8,17,53.925
2012,8,18,56.825
2012,8,19,52.625
2012,8,20,58.349999999999994
2012,8,21,61.900000000000006
2012,8,22,69.09014084507044
2012,8,23,67.94999999999999
2012,8,24,70.75
2012,8,25,72.625
2012,8,26,70.60000000000001
2012,8,27,62.150000000000006
2012,8,28,61.70000000000001
2012,8,29,67.325
2012,8,30,73.6086956521739
2012,8,31,63.436619718309856
2012,9,1,62.66315789473685
2012,9,2,66.625
2012,9,3,71.45
2012,9,4,65.5
2012,9,5,59.675000000000004
2012,9,6,55.85633802816902
2012,9,7,51.95211267605634
2012,9,8,50.5
2012,9,9,54.175
2012,9,10,57.150000000000006
2012,9,11,67.075
2012,9,12,61.099999999999994
2012,9,13,53.474999999999994
2012,9,14,46.224999999999994
2012,9,15,50.1
2012,9,16,53.35
2012,9,17,50.475
2012,9,18,41.25
2012,9,19,47.325
2012,9,20,48.04571428571428
2012,9,21,44.0
2012,9,22,40.650000000000006
2012,9,23,39.925
2012,9,24,49.48571428571429
2012,9,25,39.714285714285715
2012,9,26,41.425
2012,9,27,42.275000000000006
2012,9,28,47.425
2012,9,29,51.45
2012,9,30,51.59718309859155
2012,10,1,54.666666666666664
2012,10,2,45.65428571428572
2012,10,3,54.89295774647888
2012,10,4,50.650000000000006
2012,10,5,33.650000000000006
2012,10,6,34.45
2012,10,7,35.7
2012,10,8,41.35
2012,10,9,40.14426229508197
2012,10,10,33.556756756756755
2012,10,11,34.625
2012,10,12,31.97464788732394
2012,10,13,41.075
2012,10,14,37.224999999999994
2012,10,15,39.7830985915493
2012,10,16,51.59718309859155
2012,10,17,47.599999999999994
2012,10,18,48.7
2012,10,19,45.775000000000006
2012,10,20,39.45352112676056
2012,10,21,44.400000000000006
2012,10,22,47.675
2012,10,23,45.55
2012,10,24,50.05
2012,10,25,38.125
2012,10,26,31.94929577464789
2012,10,27,28.924999999999997
2012,10,28,27.549999999999997
2012,10,29,33.974999999999994
2012,10,30,30.707042253521124
2012,10,31,26.891176470588235
2012,11,1,33.83157894736842
2012,11,2,27.4
2012,11,3,27.450000000000003
2012,11,4,24.975
2012,11,5,31.149999999999995
2012,11,6,34.025
2012,11,7,35.025000000000006
2012,11,8,37.17183098591549
2012,11,9,34.075
2012,11,10,31.950000000000003
2012,11,11,39.025000000000006
2012,11,12,21.549999999999997
2012,11,13,23.825
