STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72565003017,2/16/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",24.8,24,16,24,1021.7,20,835.7,24,8.5,24,9.2,24,19,28.9,48, ,7, ,0.02,G,999.9,1000
72565003017,2/17/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",38.1,24,13.2,24,1013.4,24,829.6,24,10,24,9.5,24,22.9,33,55,*,28,*,0,G,999.9,0
72565003017,2/18/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",48.8,24,11.9,24,1000.6,24,821.1,24,10,24,11.7,24,17.1,999.9,69.1, ,24.1, ,0,G,999.9,0
72565003017,2/19/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",20.6,24,12.4,24,1002.3,17,820.3,24,3.4,24,10.1,24,22,28,9999.9, ,10,*,0,G,999.9,101000
72565003017,2/20/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",5,24,-0.4,24,1020,15,826.4,24,6.6,24,7.5,24,14,999.9,23, ,-2.9, ,0.11,G,999.9,101000
72565003017,2/21/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",8.7,24,3.1,24,1028.2,22,835.7,24,8.9,24,5.8,24,12,999.9,21.9, ,-7.1, ,0,G,2,1000
72565003017,2/22/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",16.3,24,9.7,24,1021.8,24,832.1,24,6.1,24,5.5,24,11.1,999.9,25,*,8.1,*,0,G,1.2,1000
72565003017,2/23/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",20.8,24,16.8,24,1019.5,13,831.8,24,3.1,24,6.2,24,17.1,20,35.1, ,8.1, ,0.02,G,1.2,101000
72565003017,2/24/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",26.9,24,13.9,24,1010.6,17,826.1,24,5.8,24,12.7,24,27,38.1,36, ,8.1, ,0,G,1.2,100000
72565003017,2/25/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",27.5,24,2.6,24,1012.5,24,827.2,24,10,24,11.2,24,20,31.1,41, ,15.1, ,0,G,999.9,0
72565003017,2/26/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.7,24,4.3,24,1013.4,24,829.1,24,10,24,7.7,24,14,999.9,57, ,15.1, ,0,G,999.9,0
72565003017,2/27/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",38.2,24,10.6,24,1009.4,24,827,24,10,24,6.1,24,13,999.9,57, ,18, ,0,G,999.9,0
72565003017,2/28/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",36.8,24,13.4,24,1008.8,24,826.4,24,10,24,6.9,24,14,17.1,55.9, ,21, ,0,G,999.9,0
72565003017,3/1/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",33.6,24,16.1,24,1017.1,24,832.3,24,10,24,8.2,24,21,27,59, ,18, ,0,G,999.9,0
72565003017,3/2/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",45.6,24,15.1,24,1011.1,24,829.3,24,10,24,11.9,24,21,28,70, ,18, ,0,G,999.9,0
72565003017,3/3/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",54.8,24,10.6,24,1006.2,23,827.5,24,10,24,10,24,19,28,71.1,*,45,*,0,G,999.9,0
72565003017,3/4/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",55.1,24,5.4,24,999.5,24,822.1,24,10,24,16.2,24,28,38.1,71.1, ,35.1, ,0,G,999.9,0
72565003017,3/5/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",35.2,24,3.2,24,1010.8,24,828.8,24,10,24,20.5,24,32.1,52.1,53.1,*,26.1,*,0,G,999.9,0
72565003017,3/6/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",31.8,24,1.6,24,1021.5,23,835.4,24,10,24,9,24,32.1,35.9,46, ,17.1, ,0,G,999.9,0
72565003017,3/7/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",30.1,24,6.8,24,1023.6,24,836.9,24,10,24,8.1,24,13,21,51.1, ,12.9, ,0,G,999.9,0
72565003017,3/8/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",40.3,24,5.9,24,1016.2,24,832.4,24,10,24,7.7,24,14,999.9,64, ,12.9, ,0,G,999.9,0
72565003017,3/9/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.1,24,13.8,24,1007,24,827.4,24,10,24,8.8,24,24.1,34,64.9, ,24.1, ,0,G,999.9,0
72565003017,3/10/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",47.3,24,17.8,24,1008.3,24,828.3,24,10,24,11.8,24,24.1,34,64.9, ,30.9, ,0,G,999.9,0
72565003017,3/11/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",32.9,24,13.8,24,1024.2,24,838.6,24,10,24,6.2,24,21,999.9,52, ,16, ,0,G,999.9,0
72565003017,3/12/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",35.8,24,7.8,24,1022.8,23,838.4,24,10,24,8,24,15.9,21,57, ,16, ,0,G,999.9,0
72565003017,3/13/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",40.5,24,18.3,24,1022.8,24,838.5,24,10,24,7.7,24,13,24.1,57.9, ,23, ,0,G,999.9,0
72565003017,3/14/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",46.9,24,20.6,24,1014.9,24,832.8,24,10,24,8.7,24,20,28,66.9, ,26.1, ,0,G,999.9,0
72565003017,3/15/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.2,24,20.9,24,1000.1,24,821.8,24,10,24,8.5,24,22.9,35,66.9, ,30, ,0,G,999.9,10000
72565003017,3/16/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.5,24,28.4,24,1001.4,20,821,24,9.5,24,13.1,24,29.9,40,66.9, ,30.9, ,0.04,G,999.9,10000
72565003017,3/17/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",42,24,15.8,24,1009.2,24,827.5,24,10,24,11.6,24,21,28,64, ,25, ,0,G,999.9,0
72565003017,3/18/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",44.5,24,21.2,24,1002.6,24,823.1,24,10,24,9,24,25.1,33,64, ,25, ,0,G,999.9,10000
72565003017,3/19/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",35.1,24,26.2,24,1012.8,24,829.2,24,7.4,24,14,24,24.1,32.1,52, ,28, ,0.33,G,999.9,11000
72565003017,3/20/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",36.4,24,19.5,24,1016.2,24,832.1,24,10,24,9.2,24,19,28.9,52, ,25, ,0,G,1.2,0
72565003017,3/21/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",43,24,18.8,24,1014.5,24,831.8,24,10,24,7.3,24,18.1,999.9,62.1, ,25, ,0,G,999.9,0
72565003017,3/22/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.8,24,24.7,24,1014,24,833.3,24,10,24,7.2,24,13,20,73, ,26.1, ,0,G,999.9,0
72565003017,3/23/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",60,24,31.4,24,1004.5,24,827.1,24,10,24,11.9,24,28.9,48,70,*,51.1,*,0,G,999.9,10000
72565003017,3/24/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.9,24,27.5,24,1009.1,20,830.1,24,9.7,24,10,24,24.1,36.9,72, ,30, ,0,G,999.9,0
72565003017,3/25/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.5,24,26.7,24,1003.2,24,824.4,24,10,24,11.3,24,24.1,34,68, ,30, ,0,G,999.9,0
72565003017,3/26/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.6,24,31.4,24,1007,20,826.4,24,8.3,24,8.2,24,22.9,34,66, ,30.9, ,0,G,999.9,10000
72565003017,3/27/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.5,24,28.8,24,1018.4,18,834.4,24,6.8,24,9.3,24,20,28,55, ,24.1, ,0.32,G,999.9,11000
72565003017,3/28/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",38.4,24,28.2,24,1012.5,22,829.2,24,9.6,24,9.9,24,21,999.9,46.9, ,24.1, ,0.05,G,1.2,111000
72565003017,3/29/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.2,24,28.5,24,1016.2,18,832.2,24,6.1,24,8.5,24,24.1,34,46.9, ,24.1, ,0.31,G,999.9,111000
72565003017,3/30/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.3,24,26.2,24,1018.6,24,834.6,24,9.6,24,7.1,24,18.1,999.9,63, ,24.1, ,0.02,G,1.2,1000
72565003017,3/31/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",46.1,24,26.9,24,1013.9,24,832.4,24,10,24,9.5,24,25.1,34,63, ,25, ,0,G,999.9,0
72565003017,4/1/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",33.2,24,22.5,24,1016.5,20,832.7,24,10,24,10.6,24,25.1,26,59, ,23, ,0,G,999.9,0
72565003017,4/2/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.1,24,24,24,999.5,24,820.3,24,10,24,6.5,24,17.1,999.9,73.9, ,23, ,0,G,999.9,0
72565003017,4/3/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",43.6,24,12.2,24,1006.8,23,826.1,24,10,24,13.4,24,22.9,34,69.1,*,28,*,0,G,999.9,11000
72565003017,4/4/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",40.2,24,8.2,24,1015.5,24,832,24,10,24,7.8,24,15,999.9,61,*,24.1,*,0,G,999.9,0
72565003017,4/5/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.8,24,20.1,24,1011.4,24,830.9,24,10,24,7.9,24,14,22,64.9, ,24.1, ,0,G,999.9,0
72565003017,4/6/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",38.4,24,25.9,24,1011.3,18,831.4,24,8,24,11.3,24,22.9,27,64.9, ,21.9, ,0,G,999.9,111000
72565003017,4/7/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",31,24,23.9,24,1015.4,20,830.9,24,8.6,24,8.1,24,14,17.1,57.9, ,21, ,0.05,G,999.9,1000
72565003017,4/8/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.3,24,30.9,24,1001.6,24,822.7,24,10,24,12.3,24,24.1,35,63,*,39,*,0.03,G,999.9,10000
72565003017,4/9/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",45,24,29.8,24,1015.3,22,833.7,24,9.5,24,9.1,24,25.1,35.9,64, ,33.1, ,0.05,G,999.9,11000
72565003017,4/10/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.3,24,25.2,24,1019.9,24,837.3,24,10,24,9.5,24,18.1,26,71.1, ,32, ,0.06,G,999.9,0
72565003017,4/11/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.5,24,21.2,24,1007,24,829.4,24,10,24,11.6,24,20,31.1,78.1,*,48.9,*,0,G,999.9,0
72565003017,4/12/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.2,24,26,24,996.9,24,821,24,10,24,10,24,20,28.9,79, ,43, ,0,G,999.9,0
72565003017,4/13/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",44.2,24,24.2,24,999.5,17,821,24,9.1,24,20.8,24,39,49,72,*,33.1,*,0.1,G,999.9,11010
72565003017,4/14/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",38.5,24,18.7,24,1018.3,24,834.1,24,10,24,23.2,24,29.9,42,55.9, ,28.9, ,0.05,G,999.9,0
72565003017,4/15/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.6,24,23.9,24,1018.9,24,835.5,24,10,24,6.3,24,15,999.9,61, ,26.1, ,0,G,999.9,0
72565003017,4/16/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.1,24,28.5,24,1010.7,24,830.1,24,10,24,7.4,24,15,19,73, ,26.1, ,0,G,999.9,0
72565003017,4/17/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",61.9,24,18.9,24,997.5,23,821.2,24,9.2,24,20,24,38.1,58.1,72,*,50,*,0,G,999.9,0
72565003017,4/18/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",41.9,24,14,24,1018.3,23,835.5,24,9.8,24,10.9,24,29.9,35,55.9,*,32,*,0,G,999.9,0
72565003017,4/19/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",44.7,24,14.6,24,1021,24,837.6,24,10,24,13.7,24,28,38.1,69.1, ,25, ,0,G,999.9,0
72565003017,4/20/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.9,24,23.7,24,1009.3,24,829.6,24,9.8,24,17.2,24,28,39,69.1, ,27, ,0,G,999.9,10000
72565003017,4/21/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.8,24,32.6,24,1020.1,15,834.9,24,4.6,24,9,24,21,28,39,*,32,*,0.32,G,999.9,11000
72565003017,4/22/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",43.1,24,33,24,1020.7,24,836.4,24,9.6,24,6.1,24,9.9,19,64.9, ,30.9, ,0.15,G,1.2,110000
72565003017,4/23/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.9,24,36.3,24,1015.1,24,834.1,24,9.7,24,5.6,24,9.9,999.9,73, ,30.9, ,0,G,999.9,0
72565003017,4/24/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",41.2,24,32.6,24,1024.2,14,840.5,24,8.3,24,12.4,24,28,47,70,*,32,*,0.07,G,999.9,11010
72565003017,4/25/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.9,24,26.2,24,1026.4,24,841.3,24,10,24,4.3,24,9.9,999.9,66, ,30.9, ,0.03,G,999.9,0
72565003017,4/26/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.8,24,26.1,24,1017.2,24,836,24,10,24,13.6,24,21,29.9,66, ,30.9, ,0,G,999.9,0
72565003017,4/27/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.9,24,25.4,24,1018.7,24,836.9,24,10,24,8,24,12,15,73, ,34, ,0,G,999.9,0
72565003017,4/28/2018,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.5,24,29,24,1011.1,24,832.2,24,10,24,9.6,24,22.9,34,80.1, ,34, ,0,G,999.9,0
